ID,Country,Year,Co2_Coal,Co2_Gas,Co2_Oil,Co2Oil_percapita,Co2Gas_percapita,Co2Coal_percapita,Coal_percapita,Oil_percapita,Gas_percapita,Nuclear_percapita,Hydro_percapita,Wind_percapita,Solar_percapita,Oil_Consumption,Gas_Consumption,Coal_Consumption
254,Colombia,2007,8053472,14033120,33019968,0.755,0.321,0.184,892.404,2943.57,1637.395,0,2686.859,3.03,0,126.2236075,71.616,39.032
255,Colombia,2008,10768496,17517584,33441328,0.756,0.396,0.243,1166.922,3148.747,1643.909,0,2753.437,3.216,0,136.5462847,72.751,51.642
256,Colombia,2009,11801744,20097040,35734992,0.799,0.449,0.264,1061.472,2858.887,1872.475,0,2394.082,3.383,0,134.3880525,83.793,47.501
257,Colombia,2010,13472528,21987664,35698352,0.789,0.486,0.298,1236.26,3160.314,1933.783,0,2338.369,2.224,0,141.1320203,87.451,55.907
258,Colombia,2011,13784637,21050702,35340996,0.774,0.461,0.302,991.316,3359.957,1864.744,0,2748.355,2.342,0,145.1602014,85.150,45.266
259,Colombia,2012,11541063,22898934,38913532,0.845,0.497,0.251,1184.139,3608.665,2054.411,0,2659.932,3.067,0,157.8018906,94.659,54.560
260,Colombia,2013,17803376,22339408,41509456,0.893,0.481,0.383,1262.287,3601.709,2253.417,0,2442.833,3.173,0,155.9756683,104.773,58.690
261,Colombia,2014,18051776,23481598,41090049,0.875,0.500,0.384,1323.603,3789.541,2423.793,0,2424.297,3.805,0,164.3109167,113.841,62.167
262,Colombia,2015,19150959,23100592,42801129,0.901,0.486,0.403,1215.884,3944.115,2359.323,0,2378.626,3.64,0,175.8951414,112.117,57.780
263,Colombia,2016,19426528,21943696,45543520,0.945,0.456,0.403,1319.088,4031.373,2510.965,0,2442.388,2.656,0,180.4698514,120.966,63.547
264,Colombia,2017,14685312,22467648,42909104,0.877,0.459,0.300,990.149,3886.208,2528.32,0,2930.993,0.157,0,175.7674253,123.660,48.428
265,Colombia,2018,13234944,23446956,41932640,0.844,0.472,0.267,884.112,3864.709,2660.061,0,2835.011,2.774,0.601,180.7799769,132.101,45.463
266,Colombia,2019,16458157,23865379,43829826,0.871,0.474,0.327,1422.061,3871.904,2671.18,0,2535.416,2.929,6.054,188.9673444,134.464,56.537
267,Croatia,2001,1906699,4850616,11616200,2.635,1.100,0.433,1267.916,10868.313,6108.217,0,4495.851,0,0,47.9074875,26.925,5.589
268,Croatia,2002,2317912,5025431,12120485,2.757,1.143,0.527,1545.437,11415.412,6270.933,0,3649.472,0,0,50.18211056,27.567,6.794
269,Croatia,2003,2599679,4904737,13326840,3.037,1.118,0.592,1721.551,12652.932,6243.284,0,3387.916,0,0,55.53367417,27.402,7.556
270,Croatia,2004,2770105,5255877,12336463,2.814,1.199,0.632,1830.196,11884.915,6482.289,0,4709.479,1.235,0,52.10342472,28.418,8.024
271,Croatia,2005,2747406,5116001,12897113,2.946,1.169,0.628,1816.16,12250.468,6277.389,0,4322.97,6.144,0,53.63250806,27.482,7.951
272,Croatia,2006,2554646,5059593,13214552,3.023,1.158,0.585,1688.701,12462.16,6218.084,0,4046.434,11.619,0,54.47205667,27.179,7.381
273,Croatia,2007,2776955,5870851,13504483,3.096,1.346,0.637,1837.15,12785.477,7159.553,0,2862.078,21.313,0,55.77020389,31.230,8.014
274,Croatia,2008,2848921,5693071,12530140,2.879,1.308,0.655,1894.527,12148.999,6953.92,0,3505.724,24.257,0,52.88455111,30.270,8.247
275,Croatia,2009,2029060,5256202,12482949,2.875,1.211,0.467,1357.563,11898.129,6438.588,0,4477.587,32.635,0.01,51.6497375,27.950,5.893
276,Croatia,2010,2738199,5712434,10603758,2.450,1.320,0.633,1834.524,10140.46,7073.519,0,5497.875,83.739,0.01,43.88787778,30.614,7.940
277,Croatia,2011,2794497,5564328,10457942,2.425,1.290,0.648,1894.891,9676.466,6930.603,0,3024.077,120.771,0.01,41.73456528,29.892,8.173
278,Croatia,2012,2483775,5194847,9742912,2.268,1.209,0.578,1706.057,8705.804,6533.072,0,2900.128,197.259,1.199,37.40010528,28.066,7.329
279,Croatia,2013,2677987,4911808,9107603,2.130,1.149,0.626,1835.88,8411.866,6204.808,0,5161.191,309.48,6.761,35.97752222,26.538,7.852
280,Croatia,2014,2569636,4305073,8993846,2.114,1.012,0.604,1767.171,8849.295,5518.264,0,5385.814,436.51,20.929,37.66257111,23.486,7.521
281,Croatia,2015,2376274,4460983,9422047,2.226,1.054,0.561,1664.179,9243.365,5719.899,0,3819.448,475.713,34.065,39.12713306,24.212,7.044
282,Croatia,2016,2561225,4729110,9372687,2.227,1.124,0.609,1798.75,9335.521,5997.518,0,4094.533,605.845,39.434,39.293175,25.244,7.571
283,Croatia,2017,1551263,5432159,10015779,2.395,1.299,0.371,1090.808,10041.02,6932.033,0,3172.008,719.58,47.036,42.00155167,28.997,4.563
284,Croatia,2018,1448575,5042393,9588833,2.307,1.213,0.349,1022.198,9791.977,6782.06,0,4605.313,798.599,44.792,40.69542333,26.658,4.248
285,Croatia,2019,1677532,5244501,9324827,2.258,1.270,0.406,1215.099,9520.243,7129.882,0,3502.198,863.169,47.011,39.72351583,27.981,4.900
286,Cyprus,2001,126621,167,6080809,6.332,0.000,0.132,642.073,31243.007,0,0,0,0,0,29.99326278,0.000,0.616
287,Cyprus,2002,126621,419,6237579,6.385,0.000,0.130,523.767,30372.815,0,0,0,0,0,29.67421639,0.000,0.512
288,Cyprus,2003,126621,731,6625340,6.668,0.001,0.127,514.809,31767.209,0,0,0,0,0,31.57658056,0.000,0.512
289,Cyprus,2004,137379,947,6777472,6.708,0.001,0.136,506.654,30410.389,0,0,0,0.951,1.072,30.71446806,0.000,0.512
290,Cyprus,2005,152322,967,6941232,6.754,0.001,0.148,497.782,33539.355,0,0,0,0.929,1.481,34.47842889,0.000,0.512
291,Cyprus,2006,150668,1166,7128354,6.818,0.001,0.144,335.522,32558.936,0,0,0,0.907,2.561,34.05661944,0.000,0.351
292,Cyprus,2007,118531,1106,7483684,7.036,0.001,0.111,299.548,32563.228,0,0,0,0.889,4.326,34.64724694,0.000,0.319
293,Cyprus,2008,110640,537,7701960,7.121,0.001,0.102,240.935,32700.963,0,0,0,0.869,7.319,35.38241333,0.000,0.261
294,Cyprus,2009,58840,1139,7681857,6.996,0.001,0.054,125.855,31504.855,0,0,0,0.851,9.557,34.59230361,0.000,0.138
295,Cyprus,2010,70807,738,7438077,6.685,0.001,0.064,153.123,30102.418,0,0,0,72.622,16.399,33.50396444,0.000,0.170
296,Cyprus,2011,30575,909,7182699,6.386,0.001,0.027,71.254,29285.707,0,0,0,262.602,27.642,32.94639444,0.000,0.080
297,Cyprus,2012,1202,549,6732292,5.931,0.001,0.001,2.459,27039.656,0,0,0,419.838,49.927,30.68998444,0.000,0.003
298,Cyprus,2013,1202,790,5814319,5.083,0.001,0.001,2.44,23764.754,0,0,0,516.972,105.185,27.18685667,0.000,0.003
299,Cyprus,2014,9148,407,5954312,5.167,0.000,0.008,22.387,23671.599,0,0,0,406.258,184.683,27.26966056,0.000,0.026
300,Cyprus,2015,14687,398,6067162,5.226,0.000,0.013,33.32,24057.414,0,0,0,483.416,275.984,27.93063528,0.000,0.039
301,Cyprus,2016,1951,394,6474257,5.533,0.000,0.002,4.414,26038.797,0,0,0,487.271,313.677,30.46536806,0.000,0.005
302,Cyprus,2017,11693,418,6572079,5.571,0.000,0.010,29.398,26504.751,0,0,0,447.988,364.449,31.27558167,0.000,0.035
303,Cyprus,2018,53850,223,6418035,5.397,0.000,0.045,133.138,26025.82,0,0,0,461.144,400.985,30.94467528,0.000,0.158
304,Cyprus,2019,68051,223,6457219,5.387,0.000,0.057,162.092,25690.908,0,0,0,491.807,445.366,30.78516778,0.000,0.194
305,Czechia,2001,84826971,19296907,19140922,1.864,1.879,8.259,23574.198,9728.352,9094.935,3963.029,551.895,0.054,0,99.91982444,93.414,242.130
306,Czechia,2002,82689035,18535952,19217258,1.874,1.808,8.065,23178.977,9437.262,8805.362,5011.605,666.495,0.428,0,96.75072917,90.273,237.631
307,Czechia,2003,83938878,18968429,20938622,2.045,1.853,8.198,23588.437,10111.476,8907.591,6883.914,367.984,1.038,0,103.5313172,91.205,241.522
308,Czechia,2004,83362450,19115005,21970129,2.146,1.867,8.141,23624.234,11142.212,8845.915,6959.78,533.814,2.617,0.026,114.085015,90.573,241.888
309,Czechia,2005,80627544,18755326,22571715,2.200,1.828,7.860,22781.937,11616.027,8733.776,6484.126,624.065,5.58,0.018,119.1571108,89.591,233.697
310,Czechia,2006,81842771,18412391,22378602,2.173,1.788,7.947,23495.044,11409.895,8574.893,6759.996,662.005,12.815,0.044,117.5104142,88.313,241.975
311,Czechia,2007,83596394,17456308,23044105,2.225,1.685,8.071,23316.754,11265.916,8127.589,6711.691,533.235,32.081,0.45,116.6922611,84.186,241.515
312,Czechia,2008,78643463,17294388,22988847,2.205,1.659,7.544,21971.203,11245.272,8002.716,6723.079,512.59,61.952,3.276,117.2318617,83.428,229.050
313,Czechia,2009,73360959,16312954,22165364,2.113,1.555,6.995,20173.178,10791.292,7545.153,6805.735,607.743,72.057,22.214,113.1789772,79.134,211.576
314,Czechia,2010,74688764,18393655,21149381,2.007,1.746,7.089,20725.191,10142.689,8906.598,6925.636,690.233,83.017,152.354,106.8734336,93.849,218.381
315,Czechia,2011,73726779,16821749,20925019,1.980,1.592,6.977,20345.305,10308.544,7494.139,6936.063,523.37,97.312,519.421,108.2820444,79.191,214.989
316,Czechia,2012,70731809,16621587,20466676,1.934,1.571,6.685,19482.973,10160.018,7535.825,7381.897,543.22,101.584,529.003,106.9358928,79.737,206.149
317,Czechia,2013,67317715,16822392,19648031,1.856,1.589,6.359,18560.939,9712.449,7630.756,7435.103,690.76,115.667,500.634,102.0387244,80.787,196.505
318,Czechia,2014,65366947,15105991,20703275,1.955,1.426,6.172,17980.926,10266.422,6788.6,7286.773,458.762,114.498,510.112,107.9765744,71.898,190.436
319,Czechia,2015,64742869,15908675,21267718,2.006,1.501,6.107,17909.755,10060.983,7112.023,6405.14,428.301,136.642,540.221,104.876535,75.395,189.861
320,Czechia,2016,65231235,17008451,21290908,2.005,1.602,6.143,18006.154,9361.264,7684.322,5708.364,473.759,117.7,504.664,98.4725425,81.600,191.207
321,Czechia,2017,64726829,17713109,22037024,2.071,1.665,6.083,17040.778,10987.264,7870.296,6658.12,439.221,138.859,515.311,115.2959733,83.748,181.331
322,Czechia,2018,64034639,16641034,22119541,2.074,1.560,6.004,16894.694,11091.483,7484.372,6972.235,379.542,141.986,545.19,116.1138497,79.828,180.199
323,Czechia,2019,57663943,17360963,22427077,2.098,1.624,5.395,15699.343,11148.738,7788.34,7006.848,464.966,162.162,528.626,117.6035253,83.250,167.236
324,Denmark,2001,16557831,11104576,25589789,4.776,2.073,3.090,9110.825,21934.672,9950.525,0,14.216,2217.899,0.618,117.5258778,53.315,48.816
325,Denmark,2002,16537388,11096408,25302562,4.709,2.065,3.078,9096.213,21167.615,10016.378,0,16.228,2488.789,0.653,113.7335069,53.818,48.874
326,Denmark,2003,22573276,11214438,24375672,4.525,2.082,4.190,12378.501,20417.375,10100.097,0,10.721,2812.248,0.768,109.9883136,54.409,66.683
327,Denmark,2004,17281043,11153815,24048473,4.451,2.065,3.199,9460.28,19997.052,10022.272,0,13.277,3298.267,0.921,108.0439881,54.150,51.114
